"Date","Number 1","Number 2","Number 3","Number 4","Number 5","Megaball","Megaplier","Jackpot"
"11/08/2013","41","42","65","51","57","7","2","115000000.0000"
"11/05/2013","74","11","2","64","42","2","5","99000000.0000"
"11/01/2013","49","35","32","62","67","1","5","87000000.0000"
"10/29/2013","54","53","33","50","20","7","3","75000000.0000"
"10/25/2013","45","16","60","54","6","15","2","65000000.0000"
"10/22/2013","3","2","19","71","52","14","5","55000000.0000"
"10/18/2013","5","45","20","56","48","1","4","37000000.0000"
"10/15/2013","4","43","30","23","50","11","4","29000000.0000"
"10/11/2013","48","45","37","3","27","46","4","22000000.0000"
"10/08/2013","19","23","15","6","40","5","3","14000000.0000"
"10/04/2013","25","44","4","16","24","5","3","12000000.0000"
"10/01/2013","53","30","10","37","7","1","3","189000000.0000"
"09/27/2013","27","23","49","51","9","38","2","173000000.0000"
"09/24/2013","4","39","32","11","40","33","3","160000000.0000"
"09/20/2013","15","20","21","1","47","34","2","145000000.0000"
"09/17/2013","15","6","39","27","31","25","2","130000000.0000"
"09/13/2013","48","9","28","54","22","8","4","119000000.0000"
"09/10/2013","12","2","54","56","18","1","3","106000000.0000"
"09/06/2013","2","17","41","16","22","31","4","95000000.0000"
"09/03/2013","28","4","41","14","13","28","3","85000000.0000"
"08/30/2013","6","43","24","44","19","33","2","77000000.0000"
"08/27/2013","7","4","36","38","30","38","4","69000000.0000"
"08/23/2013","1","53","17","20","9","14","4","60000000.0000"
"08/20/2013","13","35","38","28","41","33","3","51000000.0000"
"08/16/2013","13","26","46","7","36","37","4","43000000.0000"
"08/13/2013","2","41","37","31","32","40","4","36000000.0000"
"08/09/2013","34","11","38","30","20","12","3","28000000.0000"
"08/06/2013","11","51","55","1","16","41","3","20000000.0000"
"08/02/2013","39","8","21","23","25","4","2","13000000.0000"
"07/30/2013","25","27","44","42","36","39","3","12000000.0000"
"07/26/2013","22","4","27","23","38","42","4","19000000.0000"
"07/23/2013","51","32","25","50","35","46","3","13000000.0000"
"07/19/2013","16","24","39","20","42","46","3","12000000.0000"
"07/16/2013","14","53","21","40","10","20","2","20000000.0000"
"07/12/2013","5","27","51","25","4","10","3","13000000.0000"
"07/09/2013","21","43","3","48","45","14","2","12000000.0000"
"07/05/2013","23","41","47","54","2","42","4","79000000.0000"
"07/02/2013","52","53","42","36","51","40","4","70000000.0000"
"06/28/2013","8","52","46","35","15","38","4","61000000.0000"
"06/25/2013","3","5","28","33","51","16","2","52000000.0000"
"06/21/2013","3","50","40","17","14","3","3","44000000.0000"
"06/18/2013","6","17","34","48","40","30","2","36000000.0000"
"06/14/2013","2","34","5","31","33","20","4","29000000.0000"
"06/11/2013","45","40","15","50","53","28","4","21000000.0000"
"06/07/2013","37","1","55","48","10","21","4","14000000.0000"
"06/04/2013","11","20","55","10","12","19","3","12000000.0000"
"05/31/2013","44","26","20","46","2","26","3","30000000.0000"
"05/28/2013","25","4","32","54","12","36","4","23000000.0000"
"05/24/2013","4","16","5","53","18","28","4","15000000.0000"
"05/21/2013","55","15","48","2","17","11","4","12000000.0000"
"05/17/2013","35","11","49","43","15","41","4","190000000.0000"
"05/14/2013","12","32","6","28","10","38","4","170000000.0000"
"05/10/2013","20","49","1","39","19","28","4","154000000.0000"
"05/07/2013","1","20","13","51","6","31","4","139000000.0000"
"05/03/2013","54","2","42","34","20","39","2","126000000.0000"
"04/30/2013","49","39","21","34","30","43","3","114000000.0000"
"04/26/2013","17","54","42","55","49","31","4","103000000.0000"
"04/23/2013","21","50","22","9","32","10","3","92000000.0000"
"04/19/2013","8","6","22","43","12","28","4","83000000.0000"
"04/16/2013","2","39","18","15","5","42","2","74000000.0000"
"04/12/2013","10","21","13","19","1","28","3","66000000.0000"
"04/09/2013","54","17","30","41","48","13","4","56000000.0000"
"04/05/2013","23","36","15","8","41","5","3","50000000.0000"
"04/02/2013","47","10","40","14","7","34","4","42000000.0000"
"03/29/2013","25","31","46","53","36","21","4","34000000.0000"
"03/26/2013","51","33","49","46","20","46","4","26000000.0000"
"03/22/2013","14","41","34","37","27","38","4","20000000.0000"
"03/19/2013","3","37","6","21","14","35","3","13000000.0000"
"03/15/2013","8","22","4","32","17","8","2","12000000.0000"
"03/12/2013","9","12","19","30","20","39","4","41000000.0000"
"03/08/2013","25","11","4","35","34","44","4","33000000.0000"
"03/05/2013","46","39","20","6","41","42","3","26000000.0000"
"03/01/2013","51","43","30","17","38","20","4","19000000.0000"
"02/26/2013","6","7","13","43","15","7","4","13000000.0000"
"02/22/2013","13","38","9","49","24","30","3","12000000.0000"
"02/19/2013","15","30","1","19","56","28","3","26000000.0000"
"02/15/2013","11","42","35","44","41","42","4","20000000.0000"
"02/12/2013","9","38","55","32","22","44","3","13000000.0000"
"02/08/2013","20","39","15","50","6","5","4","12000000.0000"
"02/05/2013","44","26","10","5","2","46","4","19000000.0000"
"02/01/2013","41","1","32","30","40","17","3","13000000.0000"
"01/29/2013","27","47","12","46","8","6","3","12000000.0000"
"01/25/2013","11","17","31","48","12","1","4","89000000.0000"
"01/22/2013","16","39","7","54","11","13","3","80000000.0000"
"01/18/2013","42","49","8","18","25","14","3","70000000.0000"
"01/15/2013","19","1","41","12","6","14","4","62000000.0000"
"01/11/2013","29","56","24","34","30","1","4","55000000.0000"
"01/08/2013","3","38","20","21","42","19","4","47000000.0000"
"01/04/2013","2","23","55","25","1","39","4","39000000.0000"
"01/01/2013","11","21","4","44","25","29","4","30000000.0000"
"12/28/2012","10","41","32","13","40","32","4","25000000.0000"
"12/25/2012","2","48","3","18","34","36","4","18000000.0000"
"12/21/2012","32","18","3","41","56","19","3","12000000.0000"
"12/18/2012","7","18","29","1","6","16","3","12000000.0000"
"12/14/2012","41","28","11","33","43","41","4","35000000.0000"
"12/11/2012","44","54","39","52","51","13","4","27000000.0000"
"12/07/2012","43","7","44","51","56","4","3","20000000.0000"
"12/04/2012","19","32","3","43","24","44","4","13000000.0000"
"11/30/2012","24","31","28","11","22","46","3","12000000.0000"
"11/27/2012","42","26","12","5","49","24","4","49000000.0000"
"11/23/2012","47","37","8","44","48","27","4","41000000.0000"
"11/20/2012","9","52","13","22","38","44","4","33000000.0000"
"11/16/2012","26","5","24","53","29","36","4","26000000.0000"
"11/13/2012","12","31","6","46","56","34","2","19000000.0000"
"11/09/2012","35","18","40","33","22","11","4","13000000.0000"
"11/06/2012","35","32","3","5","13","6","3","12000000.0000"
"11/02/2012","38","18","4","44","22","24","3","32000000.0000"
"10/30/2012","29","5","12","56","18","38","4","27000000.0000"
"10/26/2012","36","4","24","40","15","44","2","21000000.0000"
"10/23/2012","42","55","17","1","46","1","2","13000000.0000"
"10/19/2012","14","48","36","34","53","42","3","12000000.0000"
"10/16/2012","37","46","52","13","40","29","4","61000000.0000"
"10/12/2012","26","24","10","6","42","15","4","53000000.0000"
"10/09/2012","22","15","6","16","37","3","4","45000000.0000"
"10/05/2012","9","16","32","8","39","15","3","36000000.0000"
"10/02/2012","55","20","11","10","42","9","4","28000000.0000"
"09/28/2012","6","14","8","56","43","28","4","21000000.0000"
"09/25/2012","50","51","23","8","7","26","3","14000000.0000"
"09/21/2012","13","55","3","14","46","34","4","12000000.0000"
"09/18/2012","9","5","22","49","36","36","3","15000000.0000"
"09/14/2012","40","21","51","16","17","20","4","12000000.0000"
"09/11/2012","20","5","33","36","11","11","3","120000000.0000"
"09/07/2012","32","42","15","46","38","31","4","105000000.0000"
"09/04/2012","41","39","53","32","16","16","3","93000000.0000"
"08/31/2012","40","47","48","31","41","45","3","83000000.0000"
"08/28/2012","9","50","40","45","4","39","4","73000000.0000"
"08/24/2012","45","34","46","25","49","34","2","65000000.0000"
"08/21/2012","5","33","13","23","20","30","2","55000000.0000"
"08/17/2012","56","35","20","24","8","24","3","45000000.0000"
"08/14/2012","15","34","39","23","55","32","4","36000000.0000"
"08/10/2012","10","38","36","44","18","8","4","29000000.0000"
"08/07/2012","48","33","30","32","42","7","4","21000000.0000"
"08/03/2012","46","38","10","2","13","2","3","13000000.0000"
"07/31/2012","21","29","5","18","41","37","3","12000000.0000"
"07/27/2012","43","8","4","2","3","26","3","52000000.0000"
"07/24/2012","46","5","51","9","38","5","4","45000000.0000"
"07/20/2012","50","2","44","48","52","3","3","37000000.0000"
"07/17/2012","21","1","49","55","13","17","4","28000000.0000"
"07/13/2012","24","13","46","6","7","34","2","21000000.0000"
"07/10/2012","36","3","11","19","23","21","4","14000000.0000"
"07/06/2012","28","35","39","23","20","21","3","12000000.0000"
"07/03/2012","52","36","24","4","3","45","4","86000000.0000"
"06/29/2012","39","34","45","28","53","34","4","75000000.0000"
"06/26/2012","36","23","3","16","35","20","4","65000000.0000"
"06/22/2012","19","32","10","36","16","13","3","55000000.0000"
"06/19/2012","53","11","30","27","21","11","2","47000000.0000"
"06/15/2012","18","8","12","30","40","4","3","39000000.0000"
"06/12/2012","9","17","50","2","34","45","4","30000000.0000"
"06/08/2012","9","4","34","48","40","25","3","22000000.0000"
"06/05/2012","37","39","55","53","42","22","3","14000000.0000"
"06/01/2012","2","52","46","38","27","45","3","12000000.0000"
"05/29/2012","2","53","55","29","14","31","3","32000000.0000"
"05/25/2012","54","15","40","21","9","11","4","24000000.0000"
"05/22/2012","14","43","35","52","10","16","2","16000000.0000"
"05/18/2012","49","34","22","11","3","1","4","12000000.0000"
"05/15/2012","10","12","14","24","11","6","4","25000000.0000"
"05/11/2012","15","35","3","29","54","8","4","16000000.0000"
"05/08/2012","2","6","8","51","18","19","3","12000000.0000"
"05/04/2012","21","4","53","42","11","38","4","118000000.0000"
"05/01/2012","45","27","52","31","24","38","4","102000000.0000"
"04/27/2012","5","47","2","46","45","37","4","88000000.0000"
"04/24/2012","38","15","3","9","37","39","4","76000000.0000"
"04/20/2012","33","26","14","35","23","40","3","65000000.0000"
"04/17/2012","32","24","48","1","16","2","4","53000000.0000"
"04/13/2012","9","17","42","36","14","33","4","42000000.0000"
"04/10/2012","48","31","6","2","12","25","4","31000000.0000"
"04/06/2012","20","19","33","2","24","39","4","20000000.0000"
"04/03/2012","38","11","35","52","41","40","4","12000000.0000"
"03/30/2012","46","23","38","4","2","23","3","640000000.0000"
"03/27/2012","19","44","34","9","51","24","3","363000000.0000"
"03/23/2012","19","17","6","20","21","20","4","290000000.0000"
"03/20/2012","6","11","14","4","1","30","4","241000000.0000"
"03/16/2012","43","51","53","29","28","7","3","200000000.0000"
"03/13/2012","30","2","8","48","36","31","3","171000000.0000"
"03/09/2012","42","9","27","10","36","11","4","148000000.0000"
"03/06/2012","31","24","20","33","36","44","4","127000000.0000"
"03/02/2012","48","29","52","54","16","5","2","108000000.0000"
"02/28/2012","51","15","39","29","6","36","3","94000000.0000"
"02/24/2012","27","1","16","25","18","3","4","83000000.0000"
"02/21/2012","9","39","42","30","47","37","3","72000000.0000"
"02/17/2012","16","25","28","32","40","3","3","61000000.0000"
"02/14/2012","3","27","5","10","26","27","2","51000000.0000"
"02/10/2012","4","50","18","3","29","20","4","41000000.0000"
"02/07/2012","37","45","17","30","23","4","4","32000000.0000"
"02/03/2012","7","49","19","21","53","35","4","23000000.0000"
"01/31/2012","9","18","28","43","17","9","3","15000000.0000"
"01/27/2012","5","3","30","36","48","23","4","12000000.0000"
"01/24/2012","10","49","22","36","24","33","4","71000000.0000"
"01/20/2012","38","47","28","9","1","8","2","60000000.0000"
"01/17/2012","15","53","31","3","36","27","2","50000000.0000"
"01/13/2012","10","27","28","51","37","19","3","42000000.0000"
"01/10/2012","10","48","38","4","16","34","3","33000000.0000"
"01/06/2012","34","28","9","48","17","46","2","25000000.0000"
"01/03/2012","15","36","2","3","22","23","2","15000000.0000"
"12/30/2011","45","24","52","4","46","1","4","12000000.0000"
"12/27/2011","32","43","23","33","39","8","3","206000000.0000"
"12/23/2011","8","3","5","29","18","14","4","173000000.0000"
"12/20/2011","24","45","51","27","20","31","4","152000000.0000"
"12/16/2011","2","4","39","36","26","27","3","135000000.0000"
"12/13/2011","6","41","26","22","5","6","4","116000000.0000"
"12/09/2011","12","29","49","4","51","44","4","100000000.0000"
"12/06/2011","7","49","21","35","29","39","4","87000000.0000"
"12/02/2011","48","24","51","56","30","45","4","75000000.0000"
"11/29/2011","52","48","29","43","17","36","4","64000000.0000"
"11/25/2011","28","42","22","54","49","43","3","55000000.0000"
"11/22/2011","33","23","4","48","16","38","2","47000000.0000"
"11/18/2011","55","33","4","13","39","3","4","40000000.0000"
"11/15/2011","6","24","33","30","3","21","4","30000000.0000"
"11/11/2011","29","16","50","2","22","27","4","22000000.0000"
"11/08/2011","31","45","54","47","5","4","4","15000000.0000"
"11/04/2011","30","33","26","44","32","1","4","12000000.0000"
"11/01/2011","39","31","46","40","27","36","3","78000000.0000"
"10/28/2011","52","56","49","31","13","41","4","67000000.0000"
"10/25/2011","44","40","46","13","33","8","4","57000000.0000"
"10/21/2011","6","37","35","38","21","17","3","48000000.0000"
"10/18/2011","24","53","25","47","45","42","2","39000000.0000"
"10/14/2011","42","54","45","35","13","26","4","30000000.0000"
"10/11/2011","25","44","34","56","38","27","4","22000000.0000"
"10/07/2011","15","5","38","19","23","19","4","14000000.0000"
"10/04/2011","40","3","26","52","45","11","3","12000000.0000"
"09/30/2011","19","45","21","3","44","29","4","113000000.0000"
"09/27/2011","20","2","36","28","45","37","4","96000000.0000"
"09/23/2011","27","32","52","40","21","36","4","86000000.0000"
"09/20/2011","38","29","51","50","6","39","4","75000000.0000"
"09/16/2011","41","23","45","6","56","24","4","65000000.0000"
"09/13/2011","22","56","48","43","31","45","4","54000000.0000"
"09/09/2011","31","12","23","19","7","45","4","44000000.0000"
"09/06/2011","38","49","1","36","42","19","4","37000000.0000"
"09/02/2011","44","48","55","25","49","20","3","29000000.0000"
"08/30/2011","22","50","2","28","25","18","4","21000000.0000"
"08/26/2011","27","47","30","2","3","36","3","14000000.0000"
"08/23/2011","21","44","49","48","11","23","3","12000000.0000"
"08/19/2011","53","56","54","15","5","22","2","32000000.0000"
"08/16/2011","42","41","43","38","4","44","4","24000000.0000"
"08/12/2011","51","54","55","43","9","13","4","16000000.0000"
"08/09/2011","19","54","45","11","39","15","4","12000000.0000"
"08/05/2011","42","24","28","6","33","19","3","99000000.0000"
"08/02/2011","17","19","14","32","20","28","4","85000000.0000"
"07/29/2011","8","22","47","10","48","35","4","74000000.0000"
"07/26/2011","52","35","55","20","25","10","3","63000000.0000"
"07/22/2011","56","31","39","32","23","38","4","53000000.0000"
"07/19/2011","2","16","9","10","35","40","4","43000000.0000"
"07/15/2011","46","56","16","30","29","6","3","33000000.0000"
"07/12/2011","11","49","44","3","9","9","4","24000000.0000"
"07/08/2011","22","2","1","37","50","45","3","16000000.0000"
"07/05/2011","46","10","13","1","18","19","2","12000000.0000"
"07/01/2011","30","12","47","35","17","26","4","105000000.0000"
"06/28/2011","47","27","12","48","17","33","4","88000000.0000"
"06/24/2011","40","49","14","10","51","4","3","76000000.0000"
"06/21/2011","46","24","25","11","31","17","3","64000000.0000"
"06/17/2011","47","46","29","12","51","24","4","53000000.0000"
"06/14/2011","53","10","20","51","9","24","4","42000000.0000"
"06/10/2011","18","27","38","37","21","7","3","33000000.0000"
"06/07/2011","32","29","35","47","52","13","4","24000000.0000"
"06/03/2011","49","41","53","20","23","31","3","15000000.0000"
"05/31/2011","28","55","31","30","37","13","3","12000000.0000"
"05/27/2011","28","7","5","56","14","10","4","35000000.0000"
"05/24/2011","12","43","9","42","21","42","3","26000000.0000"
"05/20/2011","45","17","48","10","19","30","4","16000000.0000"
"05/17/2011","1","2","25","17","48","45","4","12000000.0000"
"05/13/2011","53","47","39","3","33","9","4","27000000.0000"
"05/10/2011","40","16","11","51","34","34","4","18000000.0000"
"05/06/2011","26","37","41","6","18","9","3","12000000.0000"
"05/03/2011","36","1","16","50","29","16","2","51000000.0000"
"04/29/2011","9","51","33","11","10","29","4","40000000.0000"
"04/26/2011","19","55","32","29","38","15","3","29000000.0000"
"04/22/2011","53","3","18","51","46","17","3","19000000.0000"
"04/19/2011","20","51","32","45","24","43","4","12000000.0000"
"04/15/2011","23","22","48","39","33","29","3","72000000.0000"
"04/12/2011","45","23","10","39","41","15","2","58000000.0000"
"04/08/2011","56","45","6","40","50","11","3","44000000.0000"
"04/05/2011","20","1","31","19","36","9","2","30000000.0000"
"04/01/2011","13","35","53","14","36","19","3","19000000.0000"
"03/29/2011","38","6","23","34","15","43","4","12000000.0000"
"03/25/2011","22","54","24","31","52","4","4","312000000.0000"
"03/22/2011","14","1","53","50","35","43","4","244000000.0000"
"03/18/2011","56","14","54","34","33","37","4","201000000.0000"
"03/15/2011","10","28","12","11","43","45","4","172000000.0000"
"03/11/2011","42","14","45","19","21","6","2","151000000.0000"
"03/08/2011","41","55","19","17","3","24","4","127000000.0000"
"03/04/2011","10","8","15","23","41","7","4","105000000.0000"
"03/01/2011","19","1","12","20","47","25","3","88000000.0000"
"02/25/2011","4","19","17","5","50","7","4","76000000.0000"
"02/22/2011","15","48","23","55","22","31","4","64000000.0000"
"02/18/2011","45","30","5","6","7","42","3","52000000.0000"
"02/15/2011","17","39","35","24","18","18","4","40000000.0000"
"02/11/2011","32","8","34","17","9","13","2","30000000.0000"
"02/08/2011","47","48","35","36","25","18","2","19000000.0000"
"02/04/2011","6","29","55","48","20","6","4","12000000.0000"
"02/01/2011","16","23","35","26","22","31","4","91000000.0000"
"01/28/2011","33","48","50","49","14","18","4","77000000.0000"
"01/25/2011","8","50","31","5","46","4","4","63000000.0000"
"01/21/2011","21","35","5","9","38","20","4","51000000.0000"
"01/18/2011","38","4","27","29","45","5","4","40000000.0000"
"01/14/2011","35","33","17","2","15","8","2","30000000.0000"
"01/11/2011","45","4","16","1","11","37","4","20000000.0000"
"01/07/2011","4","46","22","42","53","20","2","12000000.0000"
"01/04/2011","15","47","4","25","8","42","4","355000000.0000"
"12/31/2010","56","13","12","35","10","9","4","242000000.0000"
"12/28/2010","36","49","18","6","40","7","4","200000000.0000"
"12/24/2010","16","15","52","40","27","16","4","168000000.0000"
"12/21/2010","8","32","31","11","12","29","4","145000000.0000"
"12/17/2010","26","46","11","20","53","12","4","123000000.0000"
"12/14/2010","18","38","25","31","22","29","3","104000000.0000"
"12/10/2010","44","46","23","33","27","36","4","88000000.0000"
"12/07/2010","53","4","45","38","54","9","4","74000000.0000"
"12/03/2010","18","56","6","12","11","12","3","62000000.0000"
"11/30/2010","16","19","53","47","11","2","4","52000000.0000"
"11/26/2010","43","9","34","5","47","8","2","42000000.0000"
"11/23/2010","2","35","6","12","34","33","4","34000000.0000"
"11/19/2010","31","54","14","51","7","35","2","25000000.0000"
"11/16/2010","26","39","46","1","27","21","3","16000000.0000"
"11/12/2010","38","35","28","26","9","10","4","12000000.0000"
"11/09/2010","53","28","26","8","33","11","4","25000000.0000"
"11/05/2010","46","19","34","25","53","15","4","16000000.0000"
"11/02/2010","54","16","1","12","3","46","2","12000000.0000"
"10/29/2010","28","19","39","26","4","14","4","140000000.0000"
"10/26/2010","32","21","31","15","30","26","4","118000000.0000"
"10/22/2010","53","18","7","2","32","18","4","101000000.0000"
"10/19/2010","42","2","9","14","37","41","4","86000000.0000"
"10/15/2010","31","10","9","50","13","10","4","72000000.0000"
"10/12/2010","36","43","31","37","10","15","4","61000000.0000"
"10/08/2010","37","29","48","24","50","19","4","51000000.0000"
"10/05/2010","10","19","44","37","24","27","4","41000000.0000"
"10/01/2010","3","52","28","8","21","43","4","32000000.0000"
"09/28/2010","38","10","2","13","36","18","3","23000000.0000"
"09/24/2010","55","28","38","2","42","25","4","16000000.0000"
"09/21/2010","43","52","47","3","20","26","4","12000000.0000"
"09/17/2010","14","27","18","4","3","13","3","54000000.0000"
"09/14/2010","55","50","6","56","14","1","4","44000000.0000"
"09/10/2010","17","11","23","12","21","20","3","34000000.0000"
"09/07/2010","8","38","18","22","24","23","4","25000000.0000"
"09/03/2010","13","28","20","36","10","9","4","16000000.0000"
"08/31/2010","20","29","10","48","47","38","3","12000000.0000"
"08/27/2010","4","10","26","32","41","31","4","133000000.0000"
"08/24/2010","28","4","23","32","24","31","3","115000000.0000"
"08/20/2010","13","4","20","48","29","36","4","100000000.0000"
"08/17/2010","40","19","11","43","44","33","4","86000000.0000"
"08/13/2010","24","6","43","55","17","36","4","75000000.0000"
"08/10/2010","2","26","50","14","56","12","2","64000000.0000"
"08/06/2010","13","30","7","54","33","30","3","53000000.0000"
"08/03/2010","22","56","13","20","4","32","2","42000000.0000"
"07/30/2010","11","40","48","52","30","42","4","33000000.0000"
"07/27/2010","10","7","16","2","29","8","4","24000000.0000"
"07/23/2010","39","16","49","19","44","26","2","16000000.0000"
"07/20/2010","28","43","12","36","18","19","3","12000000.0000"
"07/16/2010","2","18","20","39","15","34","3","64000000.0000"
"07/13/2010","14","7","11","15","34","14","3","52000000.0000"
"07/09/2010","1","31","33","34","50","41","4","43000000.0000"
"07/06/2010","8","18","45","47","50","36","2","34000000.0000"
"07/02/2010","12","36","1","32","10","25","4","25000000.0000"
"06/29/2010","15","27","37","3","4","35","3","16000000.0000"
"06/25/2010","1","2","27","19","13","21","4","12000000.0000"
"06/22/2010","23","21","17","12","30","24","4","26000000.0000"
"06/18/2010","55","37","36","41","11","7","4","17000000.0000"
"06/15/2010","21","12","13","4","27","46","4","12000000.0000"
"06/11/2010","33","42","6","34","13","25","3","36000000.0000"
"06/08/2010","48","12","54","28","18","6","3","26000000.0000"
"06/04/2010","17","50","12","15","13","23","4","17000000.0000"
"06/01/2010","12","27","51","44","45","30","2","12000000.0000"
"05/28/2010","29","20","39","3","11","26","4","12000000.0000"
"05/25/2010","14","24","5","19","17","25","4","64000000.0000"
"05/21/2010","30","23","15","20","26","17","3","54000000.0000"
"05/18/2010","11","37","13","40","19","26","4","42000000.0000"
"05/14/2010","47","21","56","40","20","12","4","31000000.0000"
"05/11/2010","26","54","43","33","46","9","4","19000000.0000"
"05/07/2010","7","50","2","20","34","40","3","12000000.0000"
"05/04/2010","21","9","36","43","31","8","3","266000000.0000"
"04/30/2010","41","14","20","47","53","40","4","224000000.0000"
"04/27/2010","50","41","37","23","55","6","2","191000000.0000"
"04/23/2010","52","26","28","37","19","18","4","166000000.0000"
"04/20/2010","10","34","8","5","42","25","4","143000000.0000"
"04/16/2010","48","50","10","31","16","44","3","122000000.0000"
"04/13/2010","47","39","12","3","27","32","4","105000000.0000"
"04/09/2010","39","15","18","48","53","3","4","90000000.0000"
"04/06/2010","52","43","16","44","56","26","4","76000000.0000"
"04/02/2010","22","2","30","31","17","19","4","63000000.0000"
"03/30/2010","11","24","44","38","1","41","3","51000000.0000"
"03/26/2010","47","46","23","52","41","22","4","40000000.0000"
"03/23/2010","3","25","40","29","28","13","4","29000000.0000"
"03/19/2010","50","31","10","45","54","25","4","20000000.0000"
"03/16/2010","48","22","56","52","3","13","4","12000000.0000"
"03/12/2010","53","2","48","25","15","41","3","20000000.0000"
"03/09/2010","18","19","16","29","14","16","2","12000000.0000"
"03/05/2010","11","34","44","31","52","32","4","133000000.0000"
"03/02/2010","48","47","9","12","56","25","3","112000000.0000"
"02/26/2010","4","14","29","54","56","40","3","99000000.0000"
"02/23/2010","40","4","16","53","36","18","4","83000000.0000"
"02/19/2010","42","46","39","1","22","36","4","68000000.0000"
"02/16/2010","45","12","21","29","11","5","3","56000000.0000"
"02/12/2010","17","47","16","14","33","23","4","44000000.0000"
"02/09/2010","48","17","26","2","20","12","4","32000000.0000"
"02/05/2010","10","53","20","51","45","41","4","20000000.0000"
"02/02/2010","6","49","7","27","26","9","4","12000000.0000"

"Every effort has been made to ensure that the winning numbers posted in this file are accurate; however, no valid claim may be based on information contained herein.  In the event of a discrepancy between the numbers posted in this file and the official winning numbers, the official winning numbers as certified by the Multi-State Lottery Association and/or the NCEL shall control. "
